0,0
2.001E-05,0
4.002E-05,0
6.003E-05,0
8.004E-05,0
0.00010005,2.916666667
0.00012006,2.916666667
0.00014007,2.916666667
0.00016008,2.916666667
0.00018009,2.916666667
0.0002001,5.833333333
0.00022011,5.833333333
0.00024012,5.833333333
0.00026013,5.833333333
0.00028014,5.833333333
0.00030015,8.75
0.00032016,11.66666667
0.00034017,11.66666667
0.00036018,11.66666667
0.00038019,11.66666667
0.0004002,14.58333333
0.00042021,14.58333333
0.00044022,14.58333333
0.00046023,14.58333333
0.00048024,14.58333333
0.00050025,17.5
0.00052026,17.5
0.00054027,17.5
0.00056028,17.5
0.00058029,17.5
0.0006003,17.5
0.00062031,20.41666667
0.00064032,20.41666667
0.00066033,20.41666667
0.00068034,20.41666667
0.00070035,20.41666667
0.00072036,23.33333333
0.00074037,26.25
0.00076038,26.25
0.00078039,26.25
0.0008004,26.25
0.00082041,26.25
0.00084042,29.16666667
0.00086043,29.16666667
0.00088044,29.16666667
0.00090045,29.16666667
0.00092046,29.16666667
0.00094047,29.16666667
0.00096048,29.16666667
0.00098049,29.16666667
0.0010005,29.16666667
0.00102051,32.08333333
0.00104052,32.08333333
0.00106053,32.08333333
0.00108054,32.08333333
0.00110055,32.08333333
0.00112056,32.08333333
0.00114057,35
0.00116058,35
0.00118059,35
0.0012006,35
0.00122061,35
0.00124062,35
0.00126063,37.91666667
0.00128064,37.91666667
0.00130065,37.91666667
0.00132066,37.91666667
0.00134067,37.91666667
0.00136068,40.83333333
0.00138069,40.83333333
0.0014007,40.83333333
0.00142071,40.83333333
0.00144072,40.83333333
0.00146073,43.75
0.00148074,43.75
0.00150075,43.75
0.00152076,43.75
0.00154077,43.75
0.00156078,46.66666667
0.00158079,46.66666667
0.0016008,46.66666667
0.00162081,46.66666667
0.00164082,46.66666667
0.00166083,46.66666667
0.00168084,46.66666667
0.00170085,46.66666667
0.00172086,46.66666667
0.00174087,46.66666667
0.00176088,49.58333333
0.00178089,49.58333333
0.0018009,49.58333333
0.00182091,49.58333333
0.00184092,49.58333333
0.00186093,52.5
0.00188094,55.41666667
0.00190095,55.41666667
0.00192096,55.41666667
0.00194097,55.41666667
0.00196098,58.33333333
0.00198099,58.33333333
0.002001001,58.33333333
0.002021011,58.33333333
0.002041021,58.33333333
0.002061031,61.25
0.002081041,61.25
0.002101051,61.25
0.002121061,61.25
0.002141071,61.25
0.002161081,64.16666667
0.002181091,64.16666667
0.002201101,64.16666667
0.002221111,64.16666667
0.002241121,64.16666667
0.002261131,67.08333333
0.002281141,67.08333333
0.002301151,67.08333333
0.002321161,67.08333333
